Ageofplant,soilmoisture,soilhumus,temprature,humidity,waterrequired
1379,257,51,317,23,8847
29,139,424,398,270,615
4553,214,192,444,320,9008
1342,165,292,309,370,802
2044,136,326,404,436,2357
264,50,64,213,239,4783
618,292,328,201,36,2458
2636,171,377,393,82,6958
1806,37,391,127,304,2847
1845,56,397,173,176,7805
801,178,173,237,171,8652
2844,171,142,30,454,777
3155,246,313,470,396,784
4101,469,130,218,380,5314
2053,213,28,381,283,6006
3759,110,3,219,124,5975
1818,467,433,373,450,2632
4850,270,216,321,482,2488
4919,167,131,286,98,3229
1586,477,122,414,41,7429
3097,239,104,57,65,6725
4798,443,306,435,111,54
995,84,190,254,253,1425
3137,454,400,179,50,9411
104,201,99,199,80,3419
2984,130,146,197,408,6971
729,84,56,83,436,2256
1341,291,127,480,95,5904
4352,372,99,383,241,7062
3291,332,261,270,169,3570
177,394,316,32,379,1721
4640,407,438,28,129,7694
4602,37,259,361,122,2196
2782,268,381,6,9,4209
1776,77,246,342,190,2915
3887,161,132,116,289,9265
543,256,417,244,76,5800
3184,278,125,37,463,4041
3273,465,57,473,276,4778
890,110,22,172,141,6001
670,477,400,123,337,8080
3954,273,334,486,82,6805
364,20,195,490,67,2381
4181,449,276,245,342,7117
3525,341,136,222,226,8073
2701,455,275,67,338,451
3659,69,20,194,24,4738
3171,166,104,78,497,998
3283,224,167,304,366,5795
4907,492,93,64,462,9597
909,283,483,316,350,5083
1891,120,364,180,131,8828
4409,122,74,40,27,5720
3305,126,492,291,388,9339
3791,62,41,262,262,5465
3634,361,484,95,488,9986
2837,267,192,350,182,4876
3997,472,291,417,291,5550
1551,242,206,432,206,7814
2907,378,283,479,11,9963
2347,126,192,373,344,715
801,27,187,267,385,3672
1720,336,132,139,317,9715
1306,444,448,195,137,7942
4321,185,31,398,91,6737
4689,465,456,218,257,4893
3886,386,339,209,134,9630
3270,287,464,282,459,4
1070,261,49,371,79,5922
270,340,149,285,250,8243
4311,137,232,315,467,8839
2881,42,160,72,291,9861
2799,479,220,137,406,3537
2492,348,39,210,6,1206
3003,478,347,485,188,5277
1226,454,116,102,100,46
2182,23,214,21,154,6206
3295,256,413,347,160,6016
423,19,500,7,197,9047
3582,36,165,416,389,3826
3898,199,391,170,10,9096
889,135,449,122,153,1953
454,313,487,453,315,7311
4811,182,155,228,476,2912
643,207,267,408,327,5833
4094,84,9,311,74,9062
86,68,370,89,421,3038
4961,268,492,42,169,8115
3001,352,497,269,52,3
448,35,374,48,191,2557
2104,225,105,101,389,1780
639,442,149,212,219,9786
4100,244,432,480,206,6561
2826,478,32,214,384,7397
3521,234,308,342,411,5273
4360,279,254,24,239,6376
1938,266,241,310,442,8928
3105,85,228,138,369,2970
2111,306,108,64,212,6472
4907,493,456,10,381,1283
3833,485,80,132,319,9346
210,448,395,229,215,275
2857,347,176,185,291,2356
4359,99,214,321,340,8219
3750,60,316,180,284,7362
2406,166,484,341,338,939
1150,461,444,406,97,6401
4991,329,158,447,473,4630
1574,19,159,262,462,5816
3412,380,24,169,279,4861
1798,211,214,425,458,5213
1334,287,342,126,309,7500
86,31,332,258,315,5100
3229,178,210,301,371,3143
3059,422,282,432,329,754
2153,190,362,74,6,5994
1462,179,142,380,53,2845
1007,150,33,420,82,8725
802,110,289,253,430,6053
3620,317,23,232,246,7678
4267,499,249,94,402,8052
871,37,150,39,211,9297
2153,181,323,108,276,4086
3680,271,109,408,171,3309
3132,282,61,190,324,1471
3133,389,125,415,116,3246
1553,164,184,165,496,6824
4645,85,435,422,130,3725
4678,233,262,214,272,2634
2518,101,104,108,284,8038
3526,393,446,72,160,5253
2147,266,151,184,311,9049
3645,342,187,374,403,4368
897,308,47,168,147,6913
3049,331,139,134,61,6308
2759,74,169,192,58,5230
4075,437,226,343,393,6783
4738,396,397,312,272,709
4978,43,391,88,85,333
1179,496,233,424,303,3198
3454,499,169,201,18,3264
1420,275,232,153,272,9767
4517,239,22,165,319,4146
4941,273,377,458,267,2233
4781,160,496,133,399,111
2680,241,126,27,244,9236
4441,394,41,483,390,9165
4925,132,69,421,442,2299
3277,193,208,76,69,7334
1281,414,425,169,124,1715
662,81,3,254,395,7018
4198,68,114,70,402,1988
1305,205,466,41,131,9860
1120,358,219,465,302,1562
2395,100,321,336,56,2978
1644,419,471,294,125,4809
4268,313,183,120,425,2063
3721,348,299,286,323,4638
1087,295,233,31,188,8542
3532,187,324,360,155,4732
2510,467,360,10,27,1311
4105,444,127,289,379,1492
3582,6,206,163,48,1744
4193,447,59,113,114,736
2466,79,471,72,238,3987
4313,335,34,335,23,6488
2176,65,134,44,197,8871
3178,269,126,249,463,3364
2693,7,234,129,108,5927
2555,171,192,132,329,1110
4509,403,420,15,369,1822
3161,10,358,360,337,3540
1836,211,148,466,163,8499
4038,114,134,332,283,8577
2303,232,29,500,23,7367
2745,301,473,1,283,3617
2047,85,174,114,228,905
3077,150,109,13,125,882
2883,321,54,459,182,1063
422,362,173,267,29,1071
325,196,191,78,465,3264
2449,415,243,283,351,141
4349,492,90,68,307,4736
1428,232,32,123,178,5052
3850,295,166,135,45,2786
544,22,102,32,257,2359
2039,223,29,209,358,9659
563,10,121,365,296,8524
3717,142,431,158,70,8494
843,291,266,424,325,5589
326,161,255,435,334,4611
1964,137,114,55,404,205
923,494,164,276,246,20
3306,84,497,265,77,3796
175,249,352,388,76,1508
542,80,356,395,43,7368
1876,253,210,308,466,3198
2325,278,186,182,17,1138
4682,216,275,129,57,9520
1885,311,466,64,372,8123
4961,420,481,420,427,4385
390,182,205,119,243,1749
4015,243,268,252,258,62
1842,280,398,208,183,9301
3321,279,103,409,362,1814
4152,249,234,295,446,2057
3108,243,500,390,27,8893
4102,43,33,145,180,5290
431,213,285,311,75,4500
1788,466,260,433,323,4969
4641,404,341,130,402,3723
2903,353,474,146,281,622
2069,407,303,59,327,5648
3564,454,470,437,137,5914
1060,494,14,96,151,6167
4233,106,38,424,196,9596
870,325,446,244,343,6663
3883,167,480,87,375,821
1338,69,90,366,390,2366
8,183,282,467,454,1883
795,431,89,356,65,8645
2120,426,310,463,231,3658
4281,255,245,406,224,999
815,124,379,322,28,7120
4724,233,81,388,404,4080
1593,498,355,202,215,9306
1232,187,7,30,212,5623
358,71,9,23,48,1207
4252,313,155,9,89,3268
2854,375,443,182,52,1141
3466,91,323,375,313,9297
3854,190,346,381,244,6235
2820,49,302,382,344,3632
1813,216,428,379,145,4762
2076,147,156,317,282,440
4628,449,403,92,92,6161
71,483,34,409,312,5126
639,70,193,431,252,2437
2630,245,205,340,490,5144
1818,169,357,207,362,6244
4207,484,388,60,137,6024
751,123,441,441,447,1810
2395,28,130,13,270,1135
2683,160,381,24,193,5576
2071,78,261,377,478,4445
1654,243,175,25,193,629
4363,105,143,246,36,9122
4626,326,419,64,88,1770
4251,317,266,474,228,9444
3942,390,457,438,260,758
1078,252,452,372,156,6786
1539,366,126,107,440,111
1655,429,386,39,115,2784
940,127,99,137,346,4133
4042,106,153,151,91,7811
3169,280,494,180,132,2284
1756,428,451,455,387,1152
2541,485,129,417,276,263
2581,40,159,32,200,5832
4405,39,313,181,24,735
4219,182,442,175,118,1946
4149,205,318,298,164,2789
3235,141,295,468,383,7902
2192,436,17,425,94,2225
4135,48,135,231,98,9896
3012,402,172,38,227,6911
588,323,279,142,440,1789
1900,487,248,251,376,4633
2035,102,440,471,431,6649
1355,337,330,296,467,1475
1562,491,243,418,425,9031
99,429,38,456,76,8519
1642,138,152,72,72,4818
1737,432,108,179,228,6868
2951,209,395,312,236,4167
1477,466,359,209,245,2314
1917,320,402,99,71,954
1977,495,202,399,137,8914
2928,319,98,210,264,5086
1523,161,361,407,38,3594
3169,368,265,452,176,5058
515,46,351,403,304,1602
3063,439,365,264,256,5395
4205,266,321,35,413,6616
1882,484,139,441,435,6320
1130,314,178,19,143,9450
707,112,24,285,16,7603
2404,116,198,16,262,259
4503,307,455,226,215,9964
2155,150,138,7,456,4332
3470,325,17,67,269,1374
1565,201,216,313,133,9551
767,76,440,463,453,9260
120,166,375,117,170,7468
3982,210,174,377,149,4082
1922,481,496,155,420,6127
3719,73,433,469,299,6695
1826,180,17,150,341,8041
3174,348,79,480,356,1351
211,126,193,40,190,9125
443,117,364,48,333,936
4769,15,252,344,279,6100
2652,63,339,207,261,8061
31,283,329,480,256,7772
1254,298,216,203,129,3682
344,69,91,466,350,1608
464,177,361,92,398,3027
3118,170,184,434,305,3831
3236,234,164,429,354,8972
1535,362,468,248,478,5541
727,109,130,242,429,9170
845,316,21,68,143,9113
3407,460,127,204,155,5342
4805,413,244,170,205,3539
4060,34,304,360,246,6545
570,459,33,345,292,9545
264,134,68,51,440,707
3633,364,448,167,363,2684
2833,37,445,473,473,1993
2050,211,465,71,457,2150
4830,435,409,286,500,2514
1922,101,56,56,439,7653
769,445,420,184,304,1306
4469,445,164,68,410,3955
2247,333,194,433,412,5545
4180,236,197,268,254,7664
2521,76,52,244,457,9129
1482,221,309,2,374,3364
3817,398,305,113,81,3560
300,41,481,318,243,7334
3447,372,472,66,102,9714
1651,391,433,201,40,9639
3885,361,141,383,392,5014
2589,34,182,368,230,6929
2789,256,29,84,134,2571
2535,390,228,480,33,2001
3031,300,383,293,437,8222
1799,317,257,335,142,8259
3125,81,440,189,181,9223
3697,12,341,135,432,7471
2433,142,207,58,435,8298
428,307,47,272,294,8106
27,465,425,479,241,2861
1771,13,121,348,373,2785
1525,38,307,351,96,8265
2941,361,237,98,358,46
4688,196,155,280,152,2091
815,437,455,110,52,7700
2644,6,21,329,214,5980
1131,206,52,90,436,9443
3508,417,25,121,388,7935
1936,300,446,68,267,6751
100,101,113,31,259,1586
159,229,285,427,326,7610
1312,372,419,33,240,3789
212,87,396,127,33,4271
4380,15,197,251,89,5753
1985,334,360,42,356,8162
983,11,495,489,141,9114
351,353,168,67,98,353
2717,475,453,493,370,3706
4061,82,280,83,20,6506
2,275,243,343,190,2275
3472,10,32,75,165,8757
3416,413,142,353,164,3710
1249,452,196,202,104,5432
3480,208,121,411,443,4375
401,279,355,2,37,1403
945,142,461,491,152,6098
3429,478,72,283,188,4257
834,31,36,243,241,8205
4375,91,338,194,303,2411
1805,262,452,91,492,1581
4869,397,342,146,188,4470
802,121,312,161,118,8950
646,195,201,393,188,1193
82,28,269,204,295,1199
1886,387,213,114,434,3588
4437,276,298,359,109,2134
4000,120,325,185,204,2180
4197,245,6,163,98,568
4721,441,129,360,198,4832
4884,195,265,322,324,3416
981,329,206,368,379,3436
3108,190,468,492,83,5086
3062,248,202,445,481,8828
1212,68,317,437,411,6549
3948,206,408,386,164,7336
2131,283,286,355,258,2461
306,432,377,457,330,9481
4615,48,132,64,121,178
2300,50,12,183,379,2476
3304,467,278,175,38,5027
2482,469,488,185,261,360
1787,208,80,402,471,9141
3808,14,15,60,316,1800
4725,349,377,346,439,4883
2153,431,36,260,287,8130
872,76,344,361,447,2302
1876,126,273,433,89,7651
263,436,451,376,400,9228
3064,174,135,248,142,6464
3479,322,369,46,105,787
3995,101,195,341,309,3116
2187,471,474,6,131,367
4944,127,271,214,225,6777
3363,219,222,176,141,8250
129,171,408,423,401,9231
1321,226,215,205,237,4658
1207,294,98,403,134,4015
4721,182,294,47,498,5365
649,485,71,98,397,8359
1498,26,129,486,159,7781
382,245,288,418,41,2029
4601,471,474,314,113,2399
4999,81,205,497,226,4904
3899,355,468,193,80,3666
1289,289,54,301,149,4281
3200,91,20,236,219,5549
1362,91,492,109,8,7936
3544,499,329,487,54,6919
505,338,458,159,116,4860
2277,24,290,474,328,4587
1161,452,381,57,499,5022
3322,251,329,290,362,9779
3258,374,211,408,490,9974
4658,382,115,246,131,3200
2075,206,452,198,491,2479
2332,217,174,417,92,7885
793,67,225,459,69,3369
3124,100,475,175,162,8412
468,460,249,263,486,6742
4684,492,230,28,477,2265
4261,390,95,222,309,9751
3573,11,375,204,37,424
1737,203,171,233,248,8465
4193,361,264,362,207,7106
60,313,423,79,271,1983
1569,382,480,114,468,8166
4246,58,176,496,126,7660
3204,81,110,192,23,6032
814,288,15,29,307,4291
1772,226,363,199,182,8855
947,13,212,246,141,9791
3873,348,20,411,290,3950
4951,301,161,289,185,7848
4003,321,80,485,433,2170
4228,181,2,214,193,7960
1759,126,118,392,204,4141
1741,295,88,8,477,2132
4988,109,236,57,221,6906
3980,18,71,107,287,1311
4258,9,171,410,356,5337
675,281,148,247,139,5600
1538,150,92,138,458,364
3102,275,44,113,265,2818
1854,303,3,271,459,5181
4935,105,450,308,341,6805
9,400,458,442,494,908
696,423,340,386,429,990
4314,381,464,37,250,9372
3670,422,421,254,358,1428
715,494,491,246,202,9192
3528,174,62,471,173,9009
1879,377,377,382,145,2591
734,470,104,67,417,2092
4609,221,439,132,358,2697
4214,36,124,463,234,1002
1801,49,87,424,56,6840
2966,496,350,277,398,3024
2699,315,427,141,166,649
4630,257,447,207,90,1424
821,219,357,271,359,2178
3454,279,13,286,498,3728
3526,369,459,354,405,5276
1006,274,272,61,271,3191
1961,213,427,254,254,6106
1829,205,7,236,482,480
4282,222,337,254,19,6956
2645,52,482,242,475,8667
1874,396,252,60,67,3956
224,440,131,376,442,2136
131,371,300,117,16,2293
4136,44,65,460,204,3021
1463,461,210,490,5,8783
4530,483,189,457,339,6576
2050,273,267,210,478,9497
882,288,403,222,185,3163
1129,97,339,255,212,63
755,127,103,210,346,6414
2269,311,341,100,404,6852
1854,84,305,58,149,7476
3154,421,427,160,458,3775
1471,68,227,61,241,8107
2047,245,68,63,451,8006
1500,145,34,16,375,6512
1531,283,432,460,435,6996
1695,225,26,176,47,1917
4116,140,303,362,207,3554
4980,265,286,155,189,6885
481,195,94,393,258,5572
304,79,80,119,291,2921
3275,170,426,435,437,7078
2962,188,445,342,5,3376
1380,192,108,176,272,7468
3107,351,463,293,158,6691
1451,445,384,42,448,5156
4703,183,263,300,83,2732
3910,388,284,219,312,5678
4590,60,420,199,215,8703
2349,135,234,265,480,9068
416,200,37,40,24,7260
1784,376,402,438,473,6852
4104,60,35,397,159,158
1828,134,396,359,230,5238
2953,189,232,434,32,2829
3781,53,94,244,127,5874
2121,136,176,403,287,5598
1217,255,366,58,485,4130
4784,401,113,291,487,4151
2042,433,256,359,313,9886
2661,155,330,33,162,1813
541,380,472,454,471,4638
585,354,424,50,182,6156
4959,361,140,240,475,4402
510,254,384,23,284,1646
4126,465,455,279,473,4425
2219,495,55,107,232,9705
2282,194,86,138,157,4824
3653,74,138,484,98,222
1745,50,258,49,91,2432
2567,393,499,332,95,8331
4046,222,96,240,252,2630
701,136,120,457,53,4636
3950,147,246,140,49,9352
3587,85,146,205,298,9798
556,31,12,310,407,103
2835,102,321,13,317,4307
647,47,193,64,113,6057
4961,169,40,442,211,4022
4695,196,444,41,316,2425
282,181,478,371,38,3952
2939,445,364,286,144,4334
2497,224,180,429,20,3235
3547,322,425,334,378,1587
4964,384,407,400,343,6610
1677,283,420,269,443,7244
4338,205,235,249,89,9605
1211,371,265,406,452,9272
4789,163,101,423,113,7019
1065,414,161,468,322,939
4766,272,70,163,466,4635
1702,78,281,393,126,3158
1753,237,275,429,242,5286
293,171,295,42,265,3201
4958,205,202,147,311,2457
1319,371,67,416,201,9224
3349,184,260,149,117,3155
3108,132,214,397,195,8409
3223,429,407,435,206,807
116,439,263,305,325,9978
3821,491,419,44,463,1774
523,114,28,192,427,243
859,286,222,85,294,329
3104,251,3,25,56,4226
4468,321,461,320,324,5819
3708,55,311,182,215,104
371,73,201,193,476,951
3429,126,419,324,480,926
3157,210,470,369,254,1497
1031,79,468,413,69,8902
4476,459,129,424,218,5876
4943,104,207,54,33,8683
1341,484,477,411,189,5225
3248,407,323,237,339,1453
2814,446,406,8,369,8784
2281,251,347,303,143,6124
1975,77,366,249,486,9290
900,295,320,496,200,7297
3336,303,403,209,8,1154
2751,462,461,352,9,5707
759,358,469,309,455,1837
102,250,242,238,345,642
4028,22,130,294,187,5347
2421,472,283,164,99,2518
282,89,83,386,487,1883
2593,84,370,322,257,1787
2841,153,414,353,7,1875
2248,247,227,287,324,5834
3189,362,85,54,189,6140
97,431,77,463,178,2700
1134,11,282,278,229,3639
3879,264,186,421,218,2515
106,218,429,355,346,337
2215,420,389,59,80,5731
1050,70,198,93,159,8031
2199,323,428,281,15,5856
3504,421,238,442,426,2750
1599,118,3,163,19,3409
4271,401,288,137,474,2758
3407,143,94,209,295,9640
3414,193,352,377,381,8377
95,216,200,482,223,9554
1179,254,34,474,305,2904
1252,104,7,326,340,1408
1031,363,80,252,497,4600
2669,31,100,322,75,577
4049,145,212,236,381,2989
4208,38,446,62,60,9969
4136,172,293,337,150,6423
3480,309,391,292,64,613
2664,71,12,133,468,553
4657,355,275,493,419,9973
558,159,205,89,235,4662
20,153,144,471,139,2640
4659,410,458,8,128,105
2548,99,374,28,485,7908
4431,456,384,388,444,4249
3027,241,232,384,144,1862
2330,69,376,354,464,3542
3301,81,156,258,190,2466
194,387,186,128,346,705
2746,383,39,208,297,2193
15,465,197,12,46,3835
3389,463,321,382,328,4726
3956,113,23,76,337,3121
3819,467,393,107,75,4243
3272,362,283,380,209,5523
1442,404,237,313,280,2722
4175,294,263,129,328,6673
4102,484,14,323,168,6549
3638,241,27,92,395,7866
1668,412,424,400,241,5926
1563,68,409,256,14,9290
919,89,451,220,102,1082
275,280,296,195,173,709
3559,186,306,262,382,7924
836,392,468,442,457,9375
1090,264,379,122,448,6502
3227,82,374,387,217,911
410,340,212,168,341,1850
2283,166,286,181,264,5143
4489,407,302,387,417,8217
805,93,237,448,238,7402
2826,202,499,425,250,7362
3466,28,485,156,117,6038
4093,400,411,443,212,4652
761,129,343,412,461,3111
2525,28,204,72,386,7068
2712,173,409,246,379,3684
3817,330,339,450,456,610
924,353,463,302,383,5856
2639,312,250,376,438,8011
1539,5,67,60,486,7022
4472,114,293,116,453,9551
4928,258,431,243,56,7414
1679,393,339,49,46,6864
2107,409,487,380,319,4664
3073,347,96,471,382,3789
875,135,189,65,220,8553
4081,470,487,134,458,6504
2546,85,33,287,74,5160
3684,391,7,389,214,1530
2023,87,239,362,459,157
3589,21,322,99,382,5934
2221,19,470,184,409,2233
4599,193,393,475,212,3193
2066,26,177,6,322,6486
4134,335,306,228,343,9562
726,477,32,388,192,5681
2736,200,425,194,401,3007
4560,255,99,5,357,3646
3462,181,125,146,209,2784
3645,247,254,45,269,3045
2131,258,168,124,423,2584
1816,332,209,423,89,1971
3086,329,28,267,253,6558
857,36,403,113,446,6090
1970,346,162,261,240,8452
639,229,115,427,334,5938
3864,89,221,52,465,6968
723,419,440,388,12,679
4368,162,48,206,477,6342
2077,259,1,452,416,6999
1531,285,348,126,275,2884
4353,257,462,51,195,3140
2501,276,13,408,257,6388
3677,58,24,249,224,4080
2964,281,96,125,22,6033
3165,129,12,320,235,7934
3017,289,475,300,481,2733
1410,60,423,9,114,78
932,159,444,348,391,926
1127,291,393,406,47,4152
4280,78,219,249,463,5031
2239,495,365,334,140,7142
3477,436,60,19,238,8741
2454,309,186,309,499,4067
2886,182,244,114,141,1096
3769,151,217,32,441,775
1032,489,307,286,320,1892
3385,442,369,353,29,5618
3632,95,195,409,134,6939
887,312,140,106,114,6384
3896,363,416,213,126,2638
4924,88,325,103,199,2914
4216,155,463,102,92,9702
1421,223,94,470,201,8679
1904,382,169,2,248,1053
2987,164,133,136,410,7448
3578,327,240,336,282,8820
565,137,165,279,367,3575
1496,176,221,140,372,735
86,192,57,50,235,931
3880,10,66,242,446,1114
214,323,387,209,370,4030
2115,13,295,465,392,6038
4943,335,133,439,313,2958
2348,157,113,426,331,2540
931,342,453,149,454,4639
1102,386,106,165,60,1468
2271,408,95,200,220,8307
2833,343,71,4,499,834
2191,161,230,127,266,2632
